# A	slope	intercept	r_square	r_value	p_value	std_err
8.459890213048193885e+00	-9.090302964731641344e-01	2.135336196352862981e+00	9.985433601415975025e-01	-9.992714146524944718e-01	7.960615330121549211e-07	1.735965111786282045e-02
