# A	slope	intercept	r_square	r_value	p_value	std_err
5.072509760286652458e+00	-1.582220924469743550e-01	1.623835716873034851e+00	5.565126108245153080e-01	-7.459977284312032664e-01	5.416782196448503145e-02	6.316627313505489283e-02
