# A	slope	intercept	r_square	r_value	p_value	std_err
6.331335103757762539e+00	-4.056162011794900435e-01	1.845511130781615217e+00	9.969882872307084254e-01	-9.984930081030655158e-01	3.495466419681644843e-02	2.229343757279570945e-02
